 Activity Identifier, Activity Default Currency, Activity Default Language, Humanitarian, Activity Title, Activity Description (General), Activity Description (Objectives), Activity Description (Target Groups), Activity Description (Others), Activity Status, Actual Start Date, Actual End Date, Planned Start Date, Planned End Date, Participating Organisation Role, Participating Organisation Type, Participating Organisation Name, Participating Organisation Identifier, Recipient Country Code, Recipient Country Percentage, Recipient Region Code, Recipient Region Percentage, Sector Vocabulary,Sector Vocabulary URI, Sector Code, Sector Percentage, Sector Narrative, Transaction Internal Reference, Transaction Type, Transaction Date, Transaction Value, Transaction Value Date, Transaction Description, Transaction Provider Organisation Identifier, Transaction Provider Organisation Type, Transaction Provider Organisation Activity Identifier, Transaction Provider Organisation Description, Transaction Receiver Organisation Identifier, Transaction Receiver Organisation Type, Transaction Receiver Organisation Activity Identifier, Transaction Receiver Organisation Description, Transaction Sector Vocabulary, Transaction Sector Vocabulary URI, Transaction Sector Code,Transaction Sector Narrative, Transaction Recipient Country Code, Transaction Recipient Region Code, Policy Marker Vocabulary, Policy Marker Code, Policy Marker Significance, Activity Scope, Budget Type, Budget Status, Budget Period Start, Budget Period End, Budget Value, Budget Value Date, Budget Currency, Related Activity Identifier, Related Activity Type, Contact Type, Contact Organization, Contact Department, Contact Person Name, Contact Job Title, Contact Telephone, Contact Email, Contact Website, Contact Mailing Address
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,286014,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/10/31,29088,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,595,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,346856,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,697608,2021/06/30,USD,,,,,,,,,,,
3110-PPD,USD,en,0,Developing and Facilitating Public - Private Dialogue,"This project “Public-Private Sector Dialogue (PPD) for Trade and Investment - Regional and Country Programmes” seeks to mainstream advocacy throughout TMEA’s project clusters – i.e. in transport and logistics, trade facilitation, customs & tax, standards and NTBs. The programme seeks to enhance the private sector’s capacity to proactively and positively influence decision-making, dispute resolution, sustain political buy-in and commitment along TMEA’s project clusters hence reduce overall programme risks. While the challenges are broad; the programme will focus on goods, mirroring and enhancing Outcome I’s and II’s work in Strategy II in Transport and Logistics (Road, Rail and Air), Trade Facilitation, Customs & Taxes, Standards, NTBs and export capability. The programme will also adopt and adaptive strategy to ensure other issues that directly impact trade and investment are taken on-board as they occur.",,,,2,2018/09/01,,2018/09/01,2023/08/31,4,23,TradeMark East Africa,,,,298,100,1,,33120,50,,,3,2019/10/31,494821,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,31162,50,,,3,2020/01/31,47349,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/04/30,374957,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/10/31,487772,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,-481253,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,55532,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,1410128,2021/06/30,USD,,,,,,,,,,,
2908-EXTP,USD,en,0,East Africa Community (EAC) External Trade Policy,"TMEA support EAC in development and implementation of the EAC Trade Policy frameworks, with specific focus on TFs, NTBs/NTMs and informal cross border trade, negotiations with third parties, implementation of Agreements and capacity building.",,,,2,2017/07/01,,2017/07/01,2021/12/31,4,23,TradeMark East Africa,,,,298,100,1,,33120,34,,,3,2019/10/31,327853,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33130,33,,,3,2020/01/31,159243,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33110,33,,,3,2020/04/30,96019,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,49583,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/10/31,24895,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,17514,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,93474,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,737315,2021/06/30,USD,,,,,,,,,,,
2907-EAC_IS,USD,en,0,Institutional Strengthening,"TMEA’s institutional support to the EAC in the establishment of a Project Coordination Unit, which is intended to coordinate the implementation of projects, strengthening funds coordination and grant management processes to ensure transparency and accountability of how resources from development partners are used. This will enable the Secretariat to provide useful and strategic information to development partners, which will avoid overlaps and promote a higher level of accountability, coordination and collaboration, thus potentially endearing the EAC to increased support from existing and potential development partners. 

TMEA continues to support the EAC Secretariat and partner states to enhance efficiency in communication through procurement and installation of ancillary VC equipment which will go a long way in reducing travel and transport costs thus improving EAC’s management of financial risks.",,,,2,2017/07/01,,2017/07/01,2022/12/31,4,23,TradeMark East Africa,,,,298,100,1,,33120,34,,,3,2019/10/31,370702,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33130,33,,,3,2020/01/31,23448,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33110,33,,,3,2020/04/30,234,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,8400,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/10/31,7200,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,7313,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,10831,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,429784,2021/06/30,USD,,,,,,,,,,,
2905-I,USD,en,0,Industrializaton,"TMEA Industrialization project is designed to support the EAC Secretariat in conducting studies and develop strategies on Cotton, Textiles and Apparels; and Leather and Footwear. The strategies shall facilitate the development of regionally competitive leather and footwear; cotton, textile and apparels value chain by harnessing the comparative advantage in resource endowment and growing regional market and the dynamics in the global trade.   ",,,,2,2017/07/01,,2017/07/01,2021/12/31,4,23,TradeMark East Africa,,,,298,100,1,,33120,34,,,3,2019/10/31,376599,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33130,33,,,3,2021/01/31,1582,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33110,33,,,3,2021/04/30,62193,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,426599,2021/06/30,USD,,,,,,,,,,,
2904-CMP,USD,en,0,East Africa Community (EAC) Common Market Protocol (CMP) Implementation Monitoring ,"TMEA support is towards to the implementation of EAC Common Market Protocol (CMP) and monitoring of Partner States commitments in their implementation of the recommendations arising from the 2014 and 2016 Common Market Scorecards. This program allows member states to review their regulatory environment, and align them with the provisions of the EAC CMP. This is done in collaboration with IFC, WorldBank.",,,,2,2017/07/01,,2017/07/01,2021/12/31,4,23,TradeMark East Africa,,,,298,100,1,,33120,34,,,3,2019/10/31,526493,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33130,33,,,3,2020/01/31,41013,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33110,33,,,3,2020/04/30,-5246,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,29736,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/10/31,23314,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,10208,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,33783,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,660060,2021/06/30,USD,,,,,,,,,,,
2903-EAC_TRP,USD,en,0,East Africa Community (EAC)  Trade Report,"TMEA is supporting the EAC Secretariat towards the preparation of its Annual Trade & Investment Reports, which presents the status and analysis of the trade and investment sectors of the five Partner States in the context of the global trade and investment performance annually as well as provides an analysis of the revenue performance.",,,,2,2017/07/01,,2017/07/01,2021/12/31,4,23,TradeMark East Africa,,,,298,100,1,,33120,34,,,3,2019/10/31,389252,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33130,33,,,3,2020/01/31,998,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33110,33,,,3,2020/04/30,8978,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,-1238,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,10782,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,11212,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,439528,2021/06/30,USD,,,,,,,,,,,
2902-SCT,USD,en,0,Single Customs Territory,"The TMEA SCT project is designed to contribute to the Single Customs Territory at two different levels. Firstly, to support the EAC Secretariat at the regional level by supporting the formation of the High-Level Task Force (HLTF) to develop the framework for the operationalization of the Single Customs Territory; and secondly, initiate programs that would enhance the implementation of the SCT.",,,,2,2017/07/01,,2017/07/01,2022/12/31,4,23,TradeMark East Africa,,,,298,100,1,,33120,34,,,3,2019/10/31,1841391,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33130,33,,,3,2020/01/31,132756,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33110,33,,,3,2020/04/30,29161,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,80231,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/10/31,55316,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,131008,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,142968,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,2178508,2021/06/30,USD,,,,,,,,,,,
2810-WTO_TFA,USD,en,0,Implementation of World Trade Organisations Agreements ,"The project is aimed at providing support to the EAC Partner States both at National and Regional in the implementation of the WTO, Trade Facilitation Agreement through increasing the transparency of foreign trade procedures and enhancing the role of women in cross border trade in EAC.",,,,2,2018/07/01,,2018/07/01,2023/06/30,4,23,TradeMark East Africa,,,,298,100,1,,33120,34,,,3,2019/10/31,577525,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33130,33,,,3,2020/01/31,81790,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33110,33,,,3,2020/04/30,801247,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,10986,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,707200,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,0,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,1807962,2021/06/30,USD,,,,,,,,,,,
2805-CBM,USD,en,0,Coordinated Border Management (One Stop Border Posts Integrated Border Management),"The programme focuses on the most immediate priorities that will sustain and further enhance operational efficiency, capacity and environmental sustainability of selected OSBPs. These priorities aim at minimising costs and delays at borders; further streamlining of border procedures and establishing a sustainable and systematic border performance improvement programme. There are two specific areas that the programme seeks to address at OSBPS supported under TMEA Strategy one and those proposed under strategy two and these include enhancing monitoring of OSBP performance and improving trade flow efficiency at new borders.",,,,2,2017/07/01,,2017/07/01,2023/06/30,4,23,TradeMark East Africa,,,,298,100,1,,33120,34,,,3,2019/10/31,341196,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33130,33,,,3,2020/01/31,93938,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33110,33,,,3,2020/04/30,23053,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,-2586,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/10/31,140,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,120284,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,25139,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,605187,2021/06/30,USD,,,,,,,,,,,
2804-TRP,USD,en,0,Trade Policy ,Trade Policy Programme is aimed at enhancing the harmonisation of Trade Policies and improving public and private sector technical capacity in trade policy making and implementation. The project will also enhance the participation of stakeholders in addressing constraints to trade and support to inclusive trade and gender policy programming.,,,,2,2018/07/01,,2018/07/01,2023/06/30,4,23,TradeMark East Africa,,,,298,100,1,,33120,34,,,3,2019/10/31,93971,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33130,33,,,3,2020/01/31,403,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33110,33,,,3,2020/07/30,3420,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/01/31,-420,2021/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/01/31 to 2021/03/31,,,,,,,,,,,,,,,,,,,2,2,2021/03/31,2021/03/31,0,2021/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2021/04/30,0,2021/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2021/04/30 to 2021/06/30,,,,,,,,,,,,,,,,,,,2,2,2021/06/30,2021/06/30,194374,2021/06/30,USD,,,,,,,,,,,
2802-NTBs,USD,en,0,Elimination of Non-Tariff Barriers  (NTBs),"The regional Non-Tariff Barrier (NTB) elimination programme seeks to strengthen the institutional capacity of various agencies in the East African Community (EAC) to effectively respond to and resolve NTBs as well as improving cooperation and dialogue in their resolution. This will lead to a more coordinated approach to NTB identification, monitoring and elimination while using more effective delivery channels and better integration with other TMEA programmes in the (EAC). The national NTB projects will be tailor-made to address the challenges faced by the National Monitoring Committees (NMCs) with regard to identifying, monitoring and quantifying NTBs.",,,,2,2018/07/01,,2018/07/01,2022/06/30,4,23,TradeMark East Africa,,,,298,100,1,,33120,34,,,3,2019/10/31,167728,2019/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2019/10/31 to 2019/12/31,,,,,,,,,,,,,,,,,,,2,2,2019/12/31,2019/12/31,0,2019/12/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33130,33,,,3,2020/01/31,19038,2020/03/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/01/31 to 2020/03/31,,,,,,,,,,,,,,,,,,,2,2,2020/03/31,2020/03/31,0,2020/03/31,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,1,,33110,33,,,3,2020/04/30,1409,2020/06/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/04/30 to 2020/06/30,,,,,,,,,,,,,,,,,,,2,2,2020/06/30,2020/06/30,0,2020/06/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/07/30,2120,2020/09/30,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/07/30 to 2020/09/30,,,,,,,,,,,,,,,,,,,2,2,2020/09/30,2020/09/30,0,2020/09/30,USD,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,298,,,,,,,,3,2020/10/31,50086,2020/12/31,The provided cumulative expenditure figures excludes the related overhead and project management costs for the period from 2020/10/31 to 2020/12/31,,,,,,,,,,,,,,,,,,,2,2,2020/12/31,2020/12/31,0,2020/12/31,USD,,,,,,,,,,,
